DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jan1950,1.22847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1950,-0.59649,0.49877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1950,1.40372,0.62031,0.94844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1950,1.39026,1.58853,1.05131,1.19639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1950,-0.2527,0.79329,1.14262,0.79138,0.98764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1950,0.86736,0.33676,0.93303,1.21537,0.88997,1.06164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1950,1.16488,1.29754,0.83096,1.17962,1.40685,1.12091,1.25495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1950,0.12814,0.86215,1.06774,0.72018,1.08847,1.32264,1.05881,1.20596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1950,1.9656,1.65984,1.61206,1.60369,1.29704,1.49397,1.65038,1.40499,1.50054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1950,-0.50049,1.03393,0.91636,1.10723,1.17767,0.93298,1.18471,1.38963,1.17426,1.30687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1950,0.65314,-0.03452,1.04132,0.95906,1.1314,1.19871,0.97285,1.1977,1.37644,1.18902,1.31066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1950,-0.23122,0.09581,-0.24311,0.69148,0.66499,0.86997,0.98484,0.79213,1.00872,1.18523,1.03576,1.17321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan1951,-0.23442,-0.39605,-0.10297,-0.33853,0.45614,0.46426,0.67759,0.8139,0.64815,0.86116,1.04146,0.91379,1.0498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1951,-0.11985,-0.26735,-0.42446,-0.17419,-0.38948,0.31414,0.33156,0.5443,0.69536,0.55031,0.77007,0.95641,0.84106,0.97726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1951,-0.02421,-0.1457,-0.22328,-0.34389,-0.14347,-0.33195,0.2704,0.28257,0.47763,0.61719,0.49395,0.70544,0.88898,0.79429,0.92675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1951,0.5953,0.25767,0.09782,-0.01929,-0.17115,-0.01405,-0.20049,0.32894,0.32899,0.49984,0.62889,0.51471,0.71914,0.89634,0.80551,0.93385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1951,-0.579,-3e-04,-0.08156,-0.12287,-0.19091,-0.29989,-0.13503,-0.27927,0.19667,0.20342,0.35637,0.48079,0.3854,0.5812,0.75662,0.68105,0.81381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1951,-0.1914,-0.5605,-0.21326,-0.2293,-0.23655,-0.28657,-0.36565,-0.21719,-0.33796,0.10426,0.11012,0.26868,0.39413,0.30851,0.50099,0.67776,0.6098,0.74669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1951,0.73939,0.36704,-0.05303,0.14025,0.06814,0.02768,-0.05597,-0.15914,-0.025,-0.1571,0.26242,0.25394,0.39652,0.50699,0.41814,0.59455,0.75513,0.68259,0.8062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1951,-1.51728,-0.31892,-0.37624,-0.57152,-0.33881,-0.34515,-0.33471,-0.35642,-0.42459,-0.2658,-0.36352,0.05336,0.05236,0.20589,0.3211,0.24416,0.424,0.58878,0.52696,0.65904,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1951,1.20126,0.03399,0.41749,0.23774,-0.04738,0.07533,0.02045,-0.00623,-0.05442,-0.14299,-0.01745,-0.1238,0.25267,0.24321,0.38428,0.48241,0.3989,0.56068,0.70845,0.64072,0.76025,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1951,0.67508,1.14001,0.41524,0.57882,0.41477,0.14454,0.20082,0.1378,0.10844,0.05254,-0.02196,0.08884,-0.01243,0.33761,0.32472,0.46353,0.54752,0.46958,0.6192,0.75724,0.69128,0.80349,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1951,-0.3344,0.22109,0.74649,0.19798,0.38169,0.26918,0.0441,0.10038,0.05329,0.02994,-0.02009,-0.0796,0.03523,-0.05773,0.28483,0.26934,0.40162,0.49086,0.42201,0.56866,0.70435,0.64402,0.75493,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1951,0.92444,0.31446,0.51445,0.87965,0.41738,0.54487,0.43606,0.22415,0.27059,0.22336,0.19778,0.13908,0.08613,0.1856,0.09389,0.40194,0.38028,0.50117,0.57059,0.5033,0.63985,0.76636,0.70403,0.81061,,,,,,,,,,,,,,,,,,,,,,,,
Jan1952,-1.31245,-0.21821,-0.40919,-0.09039,0.32004,-0.03494,0.1315,0.0733,-0.07835,-0.00749,-0.0333,-0.04093,-0.08241,-0.12503,-0.01968,-0.10439,0.20737,0.19121,0.31952,0.38957,0.33202,0.47339,0.60104,0.54292,0.65626,,,,,,,,,,,,,,,,,,,,,,,
