DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jan1950,0.79465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1950,-0.45805,0.20041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1950,0.71456,0.09109,0.39827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1950,2.33462,2.0511,1.34742,1.46087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1950,-0.38523,1.915,1.65046,1.10633,1.24784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1950,0.11515,-0.15187,1.40714,1.36799,0.97762,1.11789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1950,1.24274,0.94239,0.60702,1.65489,1.61777,1.24778,1.36295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1950,-0.73439,0.32375,0.30374,0.06139,1.30821,1.31416,0.98979,1.14251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1950,2.12483,1.40215,1.60832,1.40414,1.13044,1.91051,1.81252,1.49909,1.6281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1950,-0.68232,1.45829,0.75219,1.16347,1.02609,0.76406,1.58366,1.56801,1.29885,1.42401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1950,1.71198,0.84644,1.87719,1.42898,1.57067,1.40211,1.19313,1.76029,1.74529,1.53816,1.63146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1950,-1.11098,0.62157,0.00411,1.28895,0.85749,1.10971,1.01797,0.82485,1.44442,1.47482,1.28075,1.37372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan1951,0.26349,-0.42397,0.44811,0.11395,1.07871,0.75208,1.01413,0.94989,0.76879,1.37644,1.41371,1.23284,1.33155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1951,0.35771,0.27507,-0.24307,0.4174,0.11886,0.98616,0.6972,0.93905,0.89603,0.74115,1.32597,1.33644,1.17377,1.26358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1951,0.94791,0.72734,0.58055,0.07775,0.6495,0.35299,1.12435,0.84333,1.05815,1.01821,0.85727,1.40781,1.4096,1.24514,1.32337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1951,0.44478,0.75759,0.67843,0.60548,0.16079,0.6847,0.42352,1.1221,0.8728,1.07414,1.03512,0.88181,1.40191,1.39937,1.24533,1.32411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1951,0.06859,0.21914,0.58961,0.60667,0.56063,0.16245,0.64311,0.40088,1.03173,0.80925,1.00173,0.96262,0.8227,1.32606,1.3352,1.18893,1.27347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1951,-0.33734,-0.22444,-0.00963,0.30761,0.37796,0.34389,-0.00525,0.43634,0.22353,0.82033,0.60531,0.80982,0.78471,0.65996,1.18171,1.20806,1.07734,1.17712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1951,0.90065,0.39617,0.33159,0.37099,0.59135,0.62544,0.59249,0.25975,0.66168,0.45541,0.98372,0.78291,0.95342,0.92245,0.79686,1.26057,1.28196,1.15334,1.24135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1951,-0.23426,0.39956,0.09425,0.06277,0.15632,0.40977,0.4863,0.48617,0.18806,0.58106,0.39253,0.90424,0.70554,0.88333,0.85109,0.73853,1.18976,1.2122,1.09165,1.17954,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1951,0.90129,0.51536,0.83302,0.49221,0.4006,0.42872,0.62054,0.66618,0.67148,0.38145,0.74492,0.56386,1.04553,0.85677,1.00898,0.97829,0.86028,1.29134,1.31341,1.18271,1.26542,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1951,-1.13529,-0.20799,-0.32653,0.19347,-0.03727,-0.04408,0.06118,0.27686,0.34847,0.35099,0.09617,0.45707,0.29257,0.78399,0.60251,0.78168,0.75144,0.65434,1.09803,1.12916,1.02057,1.10994,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1951,1.41357,0.25427,0.72188,0.501,0.75773,0.51058,0.44648,0.47167,0.62234,0.65052,0.64276,0.39904,0.7221,0.56108,0.99732,0.823,0.96727,0.93737,0.83089,1.22687,1.24934,1.13741,1.21865,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1951,0.40386,1.23069,0.35704,0.72519,0.52037,0.71694,0.53398,0.46731,0.4917,0.62452,0.65695,0.667,0.4365,0.74032,0.59363,0.99333,0.83513,0.97166,0.93956,0.84129,1.21457,1.23766,1.13623,1.21557,,,,,,,,,,,,,,,,,,,,,,,,
Jan1952,-0.93045,-0.50094,0.17496,-0.29928,0.05382,-0.06033,0.19778,0.08493,0.06624,0.14968,0.30238,0.3724,0.40287,0.18794,0.49241,0.35432,0.75665,0.59825,0.75922,0.72449,0.64317,1.03574,1.06511,0.97522,1.06241,,,,,,,,,,,,,,,,,,,,,,,
Feb1952,-0.1203,-0.7472,-0.52413,-0.01967,-0.40486,-0.09574,-0.16285,0.07509,-0.0542,-0.02793,0.07263,0.24232,0.32588,0.35735,0.16764,0.44634,0.32244,0.69293,0.54663,0.69958,0.66842,0.59682,0.96885,0.9983,0.91944,1.00526,,,,,,,,,,,,,,,,,,,,,,
Mar1952,-0.77411,-0.52735,-0.95565,-0.74181,-0.31651,-0.61839,-0.33834,-0.40224,-0.16882,-0.27761,-0.23734,-0.11586,0.06909,0.16679,0.21739,0.04921,0.32814,0.21365,0.57132,0.44067,0.59479,0.56491,0.50281,0.87049,0.90304,0.83231,0.91647,,,,,,,,,,,,,,,,,,,,,
Apr1952,0.66515,-0.11014,-0.1613,-0.62064,-0.49387,-0.10943,-0.40267,-0.15881,-0.23359,-0.02546,-0.13063,-0.09891,0.00194,0.1756,0.26132,0.30915,0.14868,0.41776,0.31428,0.64684,0.52768,0.6633,0.63205,0.57093,0.91892,0.95079,0.88468,0.96316,,,,,,,,,,,,,,,,,,,,
May1952,0.09844,0.40297,-0.10208,-0.12583,-0.54824,-0.43252,-0.06905,-0.35274,-0.12515,-0.2018,-0.00741,-0.10651,-0.08502,0.00344,0.16369,0.24987,0.29685,0.14469,0.40799,0.3052,0.62436,0.51217,0.64197,0.61493,0.55638,0.89346,0.92563,0.86563,0.94225,,,,,,,,,,,,,,,,,,,
Jun1952,0.44553,0.37676,0.54251,0.08049,0.01301,-0.40123,-0.32209,0.00337,-0.25933,-0.07509,-0.14643,0.02945,-0.06669,-0.04905,0.02802,0.1789,0.26913,0.30846,0.16287,0.42159,0.3135,0.63578,0.52591,0.65291,0.62549,0.56889,0.89946,0.93268,0.87171,0.94699,,,,,,,,,,,,,,,,,,
Jul1952,0.13257,0.4444,0.38394,0.5154,0.10433,0.05492,-0.33627,-0.2527,0.0692,-0.18908,-0.00899,-0.09315,0.08202,-0.01803,-0.00516,0.06389,0.20447,0.29148,0.32757,0.19332,0.44333,0.34308,0.6447,0.54403,0.66376,0.63592,0.58015,0.89363,0.9249,0.869,0.94198,,,,,,,,,,,,,,,,,
Aug1952,-0.84539,-0.60695,-0.23619,-0.19653,0.03812,-0.25464,-0.24681,-0.5651,-0.45298,-0.13551,-0.37179,-0.18203,-0.2631,-0.07889,-0.167,-0.14215,-0.07344,0.05986,0.1485,0.18886,0.0563,0.30323,0.20188,0.50622,0.41268,0.53195,0.50727,0.45529,0.77793,0.81488,0.76675,0.84356,,,,,,,,,,,,,,,,
Sep1952,0.97738,0.10131,0.12082,0.26919,0.21237,0.35784,0.07341,0.04066,-0.2822,-0.20932,0.08498,-0.14372,0.01816,-0.05831,0.1017,0.00333,0.01252,0.07295,0.19715,0.28459,0.31988,0.18644,0.42784,0.33182,0.62441,0.53569,0.64532,0.62037,0.56776,0.87574,0.9077,0.85675,0.92593,,,,,,,,,,,,,,,
Oct1952,-0.44502,0.30062,-0.31609,-0.17933,0.00056,-0.00283,0.17123,-0.0852,-0.11639,-0.41302,-0.33003,-0.05276,-0.26156,-0.1062,-0.15978,0.00734,-0.0848,-0.06665,-0.00217,0.11841,0.20309,0.23374,0.10197,0.34017,0.24688,0.53654,0.44423,0.55483,0.53484,0.48742,0.79444,0.83026,0.78609,0.85899,,,,,,,,,,,,,,
Nov1952,1.51367,0.79117,1.12312,0.57312,0.51718,0.58419,0.52097,0.59982,0.33383,0.25964,-0.04143,0.016,0.27617,0.06057,0.19756,0.12724,0.26886,0.17239,0.17047,0.2115,0.31715,0.38478,0.40814,0.27961,0.5025,0.41051,0.68069,0.58872,0.68628,0.66522,0.61354,0.89945,0.93106,0.88392,0.95292,,,,,,,,,,,,,
Dec1952,1.27871,1.88373,1.40337,1.51687,1.05204,0.88394,0.92709,0.84079,0.87268,0.61053,0.5293,0.25631,0.29551,0.536,0.32627,0.44038,0.36699,0.48828,0.39038,0.37379,0.40401,0.49652,0.54971,0.56736,0.44084,0.6474,0.55754,0.8111,0.72355,0.80878,0.79009,0.73587,1.0047,1.03439,0.98647,1.05166,,,,,,,,,,,,
Jan1953,0.98954,1.32579,1.85776,1.47153,1.6105,1.27979,1.11981,1.13466,1.03878,1.05599,0.8232,0.7482,0.4917,0.51146,0.72978,0.52552,0.62006,0.54602,0.65194,0.54907,0.52864,0.54761,0.63078,0.67735,0.69217,0.57021,0.76145,0.67223,0.91513,0.83279,0.90892,0.89119,0.83552,1.09367,1.12075,1.07189,1.13707,,,,,,,,,,,
Feb1953,-0.03469,0.58909,1.00194,1.50125,1.20983,1.36809,1.03579,0.91723,0.96942,0.89591,0.93857,0.73054,0.67811,0.45333,0.47611,0.67596,0.49429,0.58326,0.51314,0.61378,0.51841,0.50131,0.52083,0.60112,0.64478,0.66054,0.54854,0.73448,0.6467,0.8814,0.80736,0.88316,0.86781,0.81542,1.06785,1.09399,1.04822,1.11122,,,,,,,,,,
Mar1953,-0.78884,-0.47687,0.12953,0.57032,1.03733,0.78277,0.99029,0.67374,0.60692,0.6739,0.63538,0.71613,0.53827,0.50886,0.30867,0.34686,0.54907,0.37851,0.46356,0.40684,0.51013,0.41818,0.40859,0.43355,0.51404,0.55858,0.57064,0.45894,0.64759,0.55645,0.79562,0.72355,0.80268,0.79458,0.74401,0.99923,1.02717,0.9859,1.04896,,,,,,,,,
Apr1953,0.20262,-0.42611,-0.34452,0.12732,0.52454,0.95675,0.7388,0.92855,0.64464,0.58695,0.65202,0.62027,0.6947,0.53013,0.50336,0.3176,0.35696,0.55559,0.399,0.47765,0.42945,0.52227,0.43153,0.4226,0.45016,0.52987,0.57535,0.58536,0.48574,0.66482,0.5733,0.80109,0.73068,0.80818,0.79995,0.75104,0.99596,1.02396,0.98557,1.04523,,,,,,,,
May1953,2.06337,1.36916,0.61172,0.46061,0.77654,1.06289,1.43364,1.22207,1.33686,1.09623,0.99358,1.03362,0.96297,0.99081,0.81628,0.7693,0.59045,0.61908,0.79684,0.64612,0.71273,0.66431,0.7343,0.65398,0.63517,0.65446,0.72361,0.7591,0.76762,0.67296,0.82999,0.74471,0.95163,0.88012,0.94553,0.93654,0.88753,1.11093,1.13478,1.09557,1.1501,,,,,,,
Jun1953,0.98981,1.74894,1.46916,0.93249,0.74544,0.9907,1.23214,1.59667,1.37555,1.48847,1.25651,1.13431,1.17859,1.08957,1.10121,0.92341,0.87226,0.69396,0.72119,0.89061,0.7357,0.80829,0.75882,0.82155,0.7432,0.7219,0.73868,0.80561,0.83358,0.84106,0.74793,0.89502,0.81178,1.01002,0.93992,1.00048,0.9898,0.94024,1.15672,1.17994,1.13905,1.19012,,,,,,
Jul1953,1.73396,1.72893,2.09306,1.90165,1.47314,1.23336,1.41995,1.60717,1.86927,1.68822,1.76213,1.59554,1.44316,1.47325,1.3682,1.354,1.18034,1.10675,0.93786,0.96136,1.10045,0.96332,1.01652,0.97016,1.0134,0.94381,0.91486,0.92188,0.97846,0.99752,1.0046,0.91517,1.04233,0.96474,1.14522,1.07555,1.12571,1.11335,1.06364,1.26211,1.2828,1.24042,1.28822,,,,,
Aug1953,-0.05255,1.30345,1.53482,2.05912,1.84146,1.37237,1.15451,1.36532,1.54009,1.78308,1.63279,1.68896,1.5348,1.39212,1.41334,1.31881,1.30711,1.13596,1.06711,0.89854,0.91606,1.0542,0.91443,0.97076,0.92769,0.96903,0.90039,0.87303,0.88364,0.94417,0.96838,0.9774,0.88664,1.0136,0.93706,1.11858,1.05168,1.10312,1.08954,1.0405,1.24028,1.26002,1.21881,1.26529,,,,
Sep1953,0.49456,0.31421,1.24104,1.47911,2.00202,1.71668,1.29569,1.14506,1.36137,1.56516,1.80235,1.63485,1.71678,1.54474,1.41567,1.44659,1.35811,1.34316,1.17811,1.10569,0.94133,0.96618,1.09528,0.9622,1.01497,0.9755,1.01275,0.94467,0.91763,0.92803,0.9836,1.00441,1.0099,0.92376,1.0418,0.96586,1.14119,1.07305,1.12216,1.10847,1.05985,1.25324,1.27365,1.23529,1.28229,,,
Oct1953,0.3504,0.44233,0.31754,1.1811,1.42983,1.86539,1.63665,1.27919,1.13775,1.33725,1.52993,1.77629,1.60951,1.70591,1.51237,1.38846,1.41473,1.32774,1.3227,1.16536,1.09526,0.93286,0.94856,1.07642,0.94627,0.99763,0.95293,0.98791,0.92375,0.89823,0.9099,0.96701,0.99058,0.99948,0.91612,1.03216,0.95742,1.12874,1.06233,1.11113,1.09774,1.05064,1.23894,1.25986,1.22197,1.26793,,
Nov1953,1.91816,1.62556,1.46769,1.28557,1.66758,1.74591,2.0379,1.8575,1.5829,1.46239,1.61352,1.7862,1.97578,1.8272,1.90303,1.74389,1.60974,1.63475,1.53805,1.52148,1.36883,1.28461,1.12985,1.1457,1.25033,1.12806,1.16991,1.12431,1.14847,1.08619,1.0557,1.05846,1.10887,1.1235,1.13078,1.05205,1.155,1.08635,1.24251,1.17718,1.22018,1.20858,1.16037,1.33689,1.35593,1.31731,1.35984,
