DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jan1950,0.22718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1950,0.35923,0.14407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1950,0.92341,0.60979,0.36785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1950,1.11029,1.08677,0.78368,0.56494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1950,0.03312,0.57946,0.83182,0.68183,0.50758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1950,-0.3169,-0.17293,0.24393,0.554,0.51182,0.37599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1950,0.41573,0.09778,0.06933,0.39168,0.61481,0.56461,0.43117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1950,-0.49996,-0.06991,-0.19899,-0.14946,0.19505,0.43245,0.40967,0.27023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1950,0.84057,0.39008,0.43761,0.22875,0.20274,0.43293,0.60592,0.56278,0.44347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1950,1.49737,1.43559,1.09556,1.03126,0.8312,0.77091,0.93086,1.01683,0.91646,0.81396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1950,-0.70333,0.84428,0.9837,0.71684,0.71886,0.55863,0.52591,0.70852,0.81722,0.74401,0.65762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1950,2.58812,2.03059,2.12956,2.00575,1.74298,1.67687,1.52054,1.44792,1.55081,1.56679,1.42796,1.37108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan1951,-0.03479,1.67364,1.36197,1.61644,1.58416,1.40911,1.40659,1.27329,1.22721,1.32617,1.35047,1.25258,1.20227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1951,0.77768,0.28246,1.6364,1.34012,1.68309,1.62982,1.44577,1.43012,1.30854,1.25043,1.35171,1.39685,1.30211,1.2494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1951,-0.23863,0.37445,0.06791,1.37555,1.10609,1.44554,1.46823,1.286,1.27378,1.1619,1.12482,1.23468,1.28944,1.21299,1.16706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1951,1.23144,0.4196,0.63156,0.33282,1.48266,1.21895,1.54813,1.58461,1.39845,1.37497,1.26089,1.22753,1.33973,1.39123,1.30348,1.2545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1951,-0.29762,0.43653,0.15389,0.44877,0.21119,1.30372,1.06769,1.37029,1.42191,1.25551,1.23709,1.14085,1.11487,1.22284,1.288,1.22179,1.17743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1951,-1.56691,-1.22746,-0.51906,-0.54019,-0.10177,-0.24079,0.93491,0.70831,1.03175,1.11105,0.95618,0.96206,0.87163,0.85513,0.97082,1.0547,1.01532,0.98404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1951,1.34686,0.05239,-0.12406,0.27585,0.07574,0.34051,0.13036,1.22715,1.00437,1.285,1.33869,1.17146,1.15112,1.06556,1.05171,1.16504,1.23889,1.1801,1.14676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1951,-1.34327,0.29752,-0.64069,-0.67101,-0.19973,-0.3033,0.01189,-0.17621,0.91693,0.70508,1.00598,1.07414,0.93185,0.93851,0.86106,0.84672,0.95436,1.03806,1.00345,0.97628,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1951,0.57569,-0.37291,0.50027,-0.257,-0.34041,-0.00544,-0.12547,0.13745,-0.03437,0.94212,0.75708,1.03287,1.09414,0.96056,0.96281,0.88872,0.87422,0.97618,1.05762,1.02112,1.00125,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1951,-0.45788,-0.00024,-0.57018,0.15754,-0.41354,-0.48149,-0.16066,-0.25496,0.00496,-0.13528,0.79147,0.62822,0.89576,0.9613,0.84367,0.85761,0.78852,0.77392,0.87347,0.95703,0.93166,0.9179,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1951,0.72871,0.06565,0.2718,-0.21832,0.33156,-0.18861,-0.26579,0.0147,-0.10484,0.11613,-0.01936,0.87442,0.72297,0.97939,1.03734,0.92144,0.92906,0.86563,0.85029,0.9426,1.02034,0.98996,0.9753,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1951,0.10845,0.47537,0.03987,0.22449,-0.16816,0.2939,-0.14355,-0.22522,0.01925,-0.06931,0.11915,0.01239,0.83427,0.71312,0.94529,0.99956,0.89951,0.91109,0.85106,0.83654,0.92351,1.00152,0.98117,0.97211,,,,,,,,,,,,,,,,,,,,,,,,
Jan1952,-0.63774,-0.42043,-0.11283,-0.31136,-0.12285,-0.41447,-0.03066,-0.3816,-0.44536,-0.23381,-0.27965,-0.07701,-0.13862,0.6213,0.52056,0.74668,0.81527,0.7222,0.74603,0.68268,0.66452,0.74758,0.82406,0.81587,0.814,,,,,,,,,,,,,,,,,,,,,,,
Feb1952,0.43475,-0.26591,-0.25092,-0.05345,-0.26209,-0.10858,-0.35351,-0.0303,-0.33641,-0.37578,-0.19556,-0.24892,-0.06152,-0.10764,0.61101,0.52085,0.75248,0.82318,0.7357,0.7619,0.70543,0.68587,0.76483,0.83935,0.83188,0.82934,,,,,,,,,,,,,,,,,,,,,,
Mar1952,0.5197,0.4513,-0.11176,-0.13493,0.01937,-0.17228,-0.06198,-0.28697,0.01181,-0.27475,-0.32248,-0.15856,-0.20673,-0.03187,-0.07424,0.62374,0.53652,0.76581,0.83923,0.75627,0.77849,0.72614,0.70604,0.78588,0.86138,0.85128,0.8522,,,,,,,,,,,,,,,,,,,,,
Apr1952,1.0462,0.78311,0.64038,0.13311,0.07668,0.20457,0.00736,0.09137,-0.1344,0.14558,-0.13033,-0.18508,-0.03456,-0.09051,0.06695,0.02012,0.6985,0.61273,0.8378,0.90385,0.82127,0.83957,0.79191,0.7731,0.85168,0.92563,0.91261,0.91087,,,,,,,,,,,,,,,,,,,,
May1952,1.59738,1.72607,1.36596,1.08347,0.59443,0.49115,0.58938,0.37853,0.42671,0.19373,0.45133,0.17344,0.11351,0.249,0.1771,0.31039,0.25513,0.89913,0.81582,1.01727,1.06561,0.98612,0.99487,0.95257,0.93784,1.01029,1.07924,1.06038,1.05198,,,,,,,,,,,,,,,,,,,
Jun1952,-0.00099,1.09237,1.32305,1.16737,0.9984,0.5407,0.44201,0.54067,0.33828,0.39077,0.16388,0.42486,0.15528,0.09791,0.23231,0.15629,0.29299,0.23849,0.88566,0.80138,1.00474,1.05576,0.97601,0.98554,0.94119,0.92697,1.00034,1.07023,1.05021,1.04398,,,,,,,,,,,,,,,,,,
Jul1952,0.86774,0.61017,1.22838,1.38816,1.29465,1.12656,0.72104,0.61342,0.69594,0.48803,0.5373,0.30786,0.55574,0.29291,0.23456,0.36856,0.29392,0.41795,0.35926,0.97505,0.89307,1.08064,1.12531,1.04889,1.057,1.01588,1.00169,1.07162,1.14026,1.11814,1.11304,,,,,,,,,,,,,,,,,
Aug1952,0.55087,0.95744,0.71522,1.25386,1.41131,1.3123,1.15358,0.76753,0.66349,0.74414,0.5414,0.58397,0.36098,0.59356,0.34015,0.28189,0.40746,0.3313,0.44725,0.3891,0.99191,0.90929,1.09665,1.13979,1.06367,1.07293,1.03296,1.0183,1.08601,1.15327,1.13046,1.12033,,,,,,,,,,,,,,,,
Sep1952,0.35693,0.58327,0.81369,0.67382,1.14188,1.28033,1.21868,1.08516,0.75064,0.67089,0.74342,0.55954,0.59793,0.38677,0.60291,0.3581,0.30369,0.42381,0.34795,0.45563,0.40085,0.98586,0.90579,1.09313,1.13861,1.06348,1.06931,1.02958,1.01324,1.08243,1.15207,1.1342,1.12492,,,,,,,,,,,,,,,
