DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jan1950,-0.10698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1950,-0.41987,-0.40248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1950,1.16173,0.49113,0.23524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1950,0.86443,1.08092,0.65921,0.43842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1950,0.17184,0.50117,0.73788,0.51873,0.37978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1950,0.50794,0.33369,0.51445,0.70118,0.52236,0.41776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1950,0.07627,0.28338,0.22544,0.39286,0.56885,0.41323,0.3373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1950,-0.25134,-0.19078,0.03149,0.04786,0.23761,0.41903,0.2571,0.19271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1950,0.71191,0.39278,0.2821,0.43546,0.3664,0.51163,0.65956,0.49847,0.40276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1950,-0.23077,0.28604,0.13021,0.03949,0.21824,0.18258,0.33403,0.4811,0.32487,0.24021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1950,-0.03403,-0.31803,0.09602,-0.06526,-0.11018,0.06411,0.04567,0.22535,0.37435,0.23088,0.16697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1950,0.12702,-0.10212,-0.32677,0.05148,-0.07241,-0.08927,0.08019,0.06246,0.21733,0.34593,0.22939,0.16768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan1951,-0.72163,-0.40556,-0.38426,-0.49426,-0.17653,-0.29551,-0.31768,-0.13626,-0.13009,0.0216,0.15439,0.05597,0.01372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1951,0.07421,-0.52545,-0.38282,-0.38099,-0.50224,-0.21132,-0.32552,-0.35109,-0.17536,-0.15467,-0.00371,0.12717,0.03727,-0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1951,-0.81321,-0.46834,-0.73642,-0.54174,-0.48355,-0.57996,-0.31849,-0.42855,-0.45605,-0.28906,-0.25454,-0.10278,0.02542,-0.05208,-0.08887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1951,0.0065,-0.52649,-0.39255,-0.60995,-0.5008,-0.45832,-0.55299,-0.31234,-0.42548,-0.46185,-0.29483,-0.25194,-0.11261,0.01036,-0.06504,-0.10228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1951,0.36273,0.22129,-0.10649,-0.09443,-0.31137,-0.31896,-0.30667,-0.43061,-0.18413,-0.30861,-0.35273,-0.20255,-0.18188,-0.05517,0.05326,-0.02068,-0.0446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1951,0.90908,0.70977,0.55366,0.31068,0.25152,0.06902,-0.01769,-0.03467,-0.1731,0.05203,-0.05182,-0.09465,0.01948,0.02076,0.1294,0.22246,0.15344,0.12368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1951,0.8778,1.26198,1.02097,0.85159,0.61144,0.52166,0.34261,0.23213,0.18619,0.01353,0.23626,0.14099,0.11713,0.21151,0.20289,0.29521,0.37956,0.31782,0.28951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1951,-0.55324,0.2412,0.70144,0.66322,0.55215,0.32831,0.24633,0.0906,0.01633,-0.00669,-0.1355,0.07378,-0.00071,-0.03561,0.05909,0.06058,0.15535,0.24227,0.18174,0.15438,,,,,,,,,,,,,,,,,,,,,,,,,,,,
