DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jan1950,1.65119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1950,1.27295,1.64211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1950,0.46355,0.97611,1.36444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1950,2.18547,1.92573,1.90666,1.97304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1950,-0.63671,1.43978,1.32068,1.44192,1.61664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1950,0.34927,-0.21238,1.23799,1.1551,1.30562,1.51503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1950,1.2933,1.04552,0.51161,1.48056,1.41741,1.55208,1.72032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1950,-0.96574,0.59846,0.57054,0.15276,1.18321,1.13649,1.31317,1.53721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1950,2.61838,1.60988,1.66001,1.40877,1.03846,1.6901,1.64106,1.77942,1.92982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1950,-0.68542,1.4128,0.81704,1.16228,1.03607,0.70253,1.36702,1.32874,1.47626,1.66084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1950,1.76799,0.74671,1.85656,1.37215,1.5603,1.36833,1.05681,1.60947,1.57687,1.70818,1.85132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1950,-1.51241,0.61764,0.01845,1.20534,0.83331,1.11046,1.029,0.74873,1.33455,1.31027,1.44906,1.61236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan1951,0.37827,-0.71034,0.58428,0.09454,1.17439,0.82127,1.1103,1.02953,0.75148,1.32461,1.29868,1.42743,1.57442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1951,0.31788,0.34427,-0.33899,0.5184,0.14179,1.04525,0.76475,1.03189,0.9849,0.73104,1.27337,1.24768,1.37263,1.50823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1951,0.8496,0.6014,0.57707,0.0419,0.65217,0.31851,1.07766,0.84139,1.07042,1.03772,0.80819,1.30544,1.28098,1.39106,1.50952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1951,0.40318,0.6293,0.52619,0.54858,0.10132,0.61797,0.33289,1.01885,0.80553,1.02534,1.00093,0.79098,1.26269,1.24107,1.34401,1.45914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1951,0.31269,0.35261,0.53909,0.49653,0.52023,0.14931,0.59906,0.36428,0.96047,0.77922,0.96558,0.94804,0.75704,1.19266,1.17798,1.2778,1.39132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1951,-0.12154,0.02733,0.10784,0.29594,0.29295,0.33037,0.02375,0.45729,0.25486,0.82867,0.66341,0.84288,0.84008,0.6681,1.10322,1.09339,1.20123,1.32685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1951,-0.31254,-0.31449,-0.1567,-0.0737,0.11305,0.13294,0.19103,-0.09446,0.35148,0.17257,0.73802,0.57958,0.75968,0.75874,0.60012,1.01336,1.00922,1.10904,1.23419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1951,0.46477,0.07223,-0.05971,0.00736,0.01821,0.1649,0.16378,0.22241,-0.04546,0.38156,0.2218,0.76122,0.60368,0.78267,0.78011,0.62438,1.03263,1.02797,1.12674,1.2498,,,,,,,,,,,,,,,,,,,,,,,,,,,,
