DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jan1950,0.87329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1950,0.99509,0.96017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1950,0.7496,0.88675,0.9124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1950,0.56242,0.66577,0.81644,0.86865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1950,0.30074,0.47514,0.57515,0.72528,0.80245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1950,0.60605,0.55329,0.62298,0.68822,0.78638,0.84083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1950,0.40829,0.6318,0.66055,0.7074,0.77643,0.85431,0.91193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1950,0.13836,0.27767,0.50196,0.54358,0.58967,0.6655,0.76183,0.83699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1950,0.96656,0.70853,0.77781,0.93519,0.96387,0.92781,0.96697,0.98951,1.03903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1950,-0.44415,0.32257,0.18232,0.32091,0.5039,0.54469,0.56956,0.65633,0.7483,0.8173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1950,0.00277,-0.25131,0.15271,0.10866,0.20327,0.33569,0.35358,0.4072,0.47685,0.58003,0.65567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1950,0.14232,-0.08494,-0.30498,-0.01156,0.01388,0.12362,0.23236,0.2614,0.33228,0.39956,0.50153,0.5809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan1951,-1.18825,-0.47433,-0.41901,-0.52418,-0.26533,-0.22648,-0.11227,-0.01306,0.03372,0.1188,0.19234,0.31796,0.41047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1951,-0.73781,-1.21934,-0.63987,-0.52306,-0.60763,-0.38263,-0.33174,-0.23213,-0.14267,-0.09899,-0.01523,0.06444,0.19402,0.29441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1951,-0.28135,-0.58064,-0.98558,-0.61646,-0.51997,-0.60681,-0.39831,-0.3653,-0.28067,-0.20128,-0.15799,-0.07846,0.00025,0.12713,0.22343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1951,0.36557,0.00637,-0.21743,-0.60375,-0.44843,-0.41111,-0.5095,-0.32767,-0.30438,-0.23171,-0.15423,-0.11685,-0.04357,0.02938,0.14657,0.2381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1951,0.56208,0.5131,0.22754,0.02238,-0.31105,-0.26744,-0.27832,-0.39443,-0.21685,-0.20565,-0.14517,-0.06944,-0.04034,0.02286,0.08754,0.19305,0.27679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1951,-0.77646,-0.31446,-0.11391,-0.25292,-0.37424,-0.62377,-0.51734,-0.44872,-0.53044,-0.35534,-0.32252,-0.25645,-0.18378,-0.14859,-0.08234,-0.0164,0.08618,0.17233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1951,1.2431,0.34047,0.55501,0.54622,0.32187,0.11972,-0.18966,-0.16724,-0.17234,-0.2831,-0.10114,-0.09096,-0.03235,0.03684,0.06631,0.12091,0.18045,0.2755,0.35386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1951,-0.15402,0.75181,0.11602,0.29472,0.31822,0.14047,-0.03215,-0.28888,-0.24007,-0.24209,-0.33612,-0.15937,-0.14327,-0.08562,-0.01983,0.00453,0.06106,0.12417,0.2214,0.29876,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1951,1.24437,0.77465,1.38553,0.81006,0.94242,0.84681,0.61714,0.37979,0.07041,0.07299,0.02354,-0.10367,0.08156,0.09046,0.13821,0.19859,0.21831,0.25657,0.30724,0.38624,0.45602,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1951,-0.47741,0.56687,0.2204,0.83225,0.36385,0.50728,0.47662,0.30475,0.13413,-0.12019,-0.09564,-0.12607,-0.21487,-0.04408,-0.02926,0.02073,0.07752,0.09571,0.14023,0.19796,0.28305,0.35693,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1951,0.49809,0.07563,0.59335,0.3959,0.79281,0.48588,0.56085,0.54947,0.41403,0.25663,0.03277,0.03289,-0.00807,-0.09625,0.07582,0.07637,0.11737,0.1795,0.19115,0.22782,0.27936,0.35491,0.41765,,,,,,,,,,,,,,,,,,,,,,,,,
