DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jan1950,1.07219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1950,0.50684,0.92933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1950,-0.05613,0.20654,0.65425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1950,2.51826,2.16369,1.78148,1.88448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1950,-0.8952,2.09543,1.64831,1.41575,1.55748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1950,0.13151,-0.47259,1.59162,1.32275,1.2217,1.38425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1950,1.48084,1.07197,0.57823,1.85627,1.68031,1.54215,1.6932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1950,-1.14434,0.3653,0.31838,-0.11177,1.50774,1.32164,1.24522,1.44615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1950,2.35594,1.60459,1.81111,1.49354,1.1788,2.11976,2.02586,1.93215,2.05376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1950,-1.19011,1.59574,0.8241,1.27031,1.09464,0.7983,1.74003,1.61561,1.58394,1.74549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1950,2.16861,1.11422,2.02422,1.56333,1.71377,1.50713,1.29124,1.88647,1.80244,1.78156,1.90605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1950,-1.67377,0.71096,-0.00405,1.36434,0.89551,1.1827,1.08236,0.86371,1.55666,1.47268,1.45852,1.59636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan1951,0.28977,-0.82642,0.60722,0.11457,1.2533,0.85439,1.1522,1.06769,0.84352,1.5227,1.43397,1.41597,1.53712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1951,0.29186,0.26364,-0.5115,0.52795,0.12836,1.10809,0.75526,1.03384,0.97544,0.77701,1.4342,1.34719,1.33872,1.44945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
