DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jan1950,0.25276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1950,-0.15988,-0.00314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1950,1.27261,0.95319,0.68579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1950,0.97162,1.12721,0.97901,0.84617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1950,0.44931,0.66853,0.85966,0.79581,0.73627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1950,0.45592,0.5165,0.63338,0.78006,0.73161,0.69104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1950,-0.1598,0.11236,0.24596,0.3846,0.52099,0.4817,0.43884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1950,-0.28193,-0.40562,-0.1794,-0.07304,0.08003,0.22328,0.18995,0.17138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1950,-0.00475,-0.25844,-0.39747,-0.21058,-0.13445,0.03136,0.16609,0.13702,0.13176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1950,0.02511,-0.12303,-0.30697,-0.39261,-0.20488,-0.08834,0.06551,0.18313,0.15879,0.15425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1950,0.11532,-0.02182,-0.13642,-0.29117,-0.39737,-0.20552,-0.08906,0.0487,0.1692,0.14252,0.13477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1950,0.34618,0.06432,-0.04087,-0.12902,-0.26259,-0.36116,-0.19392,-0.07925,0.05099,0.17481,0.15017,0.13841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
