DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jan1950,0.8631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1950,1.21235,1.22532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1950,-1.39234,0.16359,0.51047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1950,2.71663,2.38667,2.05383,2.07418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1950,-1.00444,2.23716,1.62691,1.62761,1.70032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1950,-0.17404,-0.85107,1.59659,1.11341,1.26916,1.38571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1950,1.31657,0.82918,0.2282,1.71214,1.37768,1.48339,1.61005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1950,-1.51706,0.1047,-0.06163,-0.50857,1.37108,0.94048,1.15023,1.29922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1950,2.34608,1.55726,1.7467,1.22513,0.80748,1.99683,1.73068,1.79204,1.92371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1950,-1.07493,1.46436,0.59159,1.07271,0.76668,0.40254,1.61166,1.31726,1.44517,1.57396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1950,2.2326,1.24287,2.26112,1.73562,1.78753,1.43672,1.13637,1.92962,1.71614,1.76756,1.87091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1950,-1.56179,1.13946,0.39543,1.47416,1.0103,1.23491,1.02191,0.7419,1.58889,1.37876,1.47369,1.57149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan1951,0.41848,-0.63393,1.00879,0.44626,1.37989,0.98312,1.20308,1.02967,0.76417,1.54996,1.34335,1.43151,1.49612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1951,0.46221,0.43619,-0.28173,0.90955,0.44485,1.27197,0.92378,1.12162,0.97759,0.73073,1.48284,1.28443,1.37572,1.43799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1951,0.77467,0.62124,0.58257,-0.06581,0.94137,0.51861,1.2778,0.95851,1.13863,1.00053,0.76354,1.49011,1.29833,1.38574,1.44615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1951,0.63101,0.72659,0.66741,0.6645,0.13332,0.95449,0.58394,1.25626,0.9737,1.14021,1.01049,0.78868,1.48603,1.29803,1.38082,1.44281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1951,0.77865,0.74645,0.85824,0.81054,0.78969,0.29944,1.02092,0.6719,1.32111,1.04918,1.20619,1.0726,0.84887,1.5196,1.33064,1.40756,1.46998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1951,0.02329,0.42577,0.4711,0.6056,0.62759,0.62038,0.18867,0.86263,0.54829,1.17255,0.89573,1.05073,0.94627,0.74611,1.39518,1.22383,1.31473,1.38633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1951,-0.73872,-0.55747,-0.02614,0.09179,0.24693,0.32394,0.34302,-0.02438,0.66332,0.37595,1.00661,0.71555,0.89797,0.79441,0.60874,1.27326,1.10506,1.20342,1.27703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
